"9603","Q9123",9603,"Ernest_Rutherford","Ernest Rutherford","PHYSICIST",0,"M",,FALSE,125,30,"Tasman District",-41.5,172.8,,"New Zealand","1871-08-30",1871,"Cambridge",52.20527778,0.11916667,36995,"United Kingdom","1937-10-19",1937,,"United Kingdom",FALSE,12.344545000958739,149,473477,4.487737074684008,84.87914074168663
"28989696","Q9095",28989696,"James_Clerk_Maxwell","James Clerk Maxwell","PHYSICIST",0,"M",,FALSE,123,30,"Edinburgh",55.953,-3.189,9602,"United Kingdom","1831-06-13",1831,"Cambridge",52.20527778,0.11916667,36995,"United Kingdom","1879-11-05",1879,"United Kingdom",,FALSE,12.418447093571343,189,400139,4.624994464143068,84.76215893803766
"49720","Q46830",49720,"Robert_Hooke","Robert Hooke","PHYSICIST",0,"M",,FALSE,86,30,"Freshwater, Isle of Wight",50.682566,-1.524884,1067381,"United Kingdom","1635-07-18",1635,"London",51.50722222,-0.1275,17867,"United Kingdom","1703-03-03",1703,"United Kingdom","United Kingdom",FALSE,10.395873972550959,385,529176,3.902500557345086,84.49296632259859
"7576966","Q75655",7576966,"Pierre_de_Fermat","Pierre de Fermat","MATHEMATICIAN",0,"M",,FALSE,94,30,"Beaumont-de-Lomagne",43.8839,0.9892,14659613,"France",,1601,"Castres",43.6,2.25,894251,"France","1665-01-12",1665,,,FALSE,13.920559398704215,419,192117,3.2412044594800866,84.48134937211567
"33130","Q40904",33130,"Werner_Heisenberg","Werner Heisenberg","PHYSICIST",0,"M",,FALSE,104,30,"Würzburg",49.78333333,9.93333333,30876585,"Germany","1901-12-05",1901,"Munich",48.13333333,11.56666667,19058,"Germany","1976-02-01",1976,"Germany","West Germany",FALSE,11.17049826159537,119,702028,4.150398253683413,84.24002646921403
"210413","Q102490",210413,"Evangelista_Torricelli","Evangelista Torricelli","PHYSICIST",0,"M",,FALSE,79,30,"Rome",41.88333333,12.5,25458,"Italy","1608-10-15",1608,"Florence",43.78333333,11.25,11525,"Italy","1647-10-25",1647,"Papal States","Tuscany",FALSE,15.535400701010353,412,169625,2.8412419580225468,84.15136580219622
"53711","Q41269",53711,"Henri_Becquerel","Henri Becquerel","PHYSICIST",0,"M",,FALSE,95,30,"Paris",48.856613,2.352222,22989,"France","1852-12-15",1852,"Le Croisic",47.2939,-2.5092,15810339,"France","1908-08-25",1908,"France",,FALSE,16.980392622596565,168,198775,3.0816121266468324,84.09439997520084
"17949","Q8763",17949,"Fibonacci","Fibonacci","MATHEMATICIAN",0,"M",,FALSE,110,30,"Pisa",43.71666667,10.4,24636,"Italy",,1170,"Pisa",43.71666667,10.4,24636,"Italy",,1240,"Pisa",,FALSE,9.61064689566407,850,343714,5.196691675828405,84.01170341440307
"41980","Q42299",41980,"Bernhard_Riemann","Bernhard Riemann","MATHEMATICIAN",0,"M",,FALSE,96,29,"Jameln",53.04222222,11.07861111,11200885,"Germany","1826-09-17",1826,"Verbania",45.93333333,8.53333333,2651855,"Italy","1866-07-20",1866,,,FALSE,16.969237160082887,194,152077,2.922359639903567,83.86813229718376
"42127","Q39599",42127,"Christiaan_Huygens","Christiaan Huygens","PHYSICIST",0,"M",,FALSE,91,29,"The Hague",52.08333333,4.31666667,30269,"Netherlands","1629-04-14",1629,"The Hague",52.08333333,4.31666667,30269,"Netherlands","1695-07-08",1695,"Netherlands","Netherlands",FALSE,13.44999311974512,391,192846,3.582249097607862,83.78792683637708
"271975","Q11826",271975,"Al-Biruni","Al-Biruni","MATHEMATICIAN",0,"M",,FALSE,86,29,"Beruniy",41.68333333,60.75,22901794,"Uzbekistan","0973-09-05",973,"Ghazni",33.54916667,68.42333333,370315,"Afghanistan","1048-12-09",1048,,,FALSE,8.570295333693718,1047,481958,3.972347449962646,83.72745894279106
"102567","Q128736",102567,"John_Forbes_Nash_Jr.","John Forbes Nash Jr.","MATHEMATICIAN",0,"M",,FALSE,86,29,"Bluefield, West Virginia",37.26222222,-81.21861111,138510,"United States","1928-06-13",1928,"Monroe Township, Middlesex County, New Jersey",40.319474,-74.428802,125432,"United States","2015-05-23",2015,,,FALSE,9.98947487741034,92,1101719,4.0776338681441935,83.44482934597225
"49080","Q1585",49080,"Georg_Ohm","Georg Ohm","PHYSICIST",0,"M",,FALSE,89,29,"Erlangen",49.58333333,11.01666667,204154,"Germany","1789-03-16",1789,"Munich",48.13333333,11.56666667,19058,"Germany","1854-07-06",1854,"Holy Roman Empire","Bavaria",FALSE,13.75955508729284,231,233173,3.565796699678657,83.33171352368367
"344783","Q44481",344783,"Pierre-Simon_Laplace","Pierre-Simon Laplace","MATHEMATICIAN",0,"M",,FALSE,97,29,"Beaumont-en-Auge",49.2789,0.1106,503012,"France","1749-03-23",1749,"Paris",48.856613,2.352222,22989,"France","1827-03-05",1827,,"France",FALSE,12.49245303716444,271,223613,3.770447511026209,83.32294439438988
"9942","Q9130",9942,"Erwin_Schrödinger","Erwin Schrödinger","PHYSICIST",0,"M",,FALSE,122,29,"Vienna",48.2,16.36666667,55866,"Austria","1887-08-12",1887,"Vienna",48.2,16.36666667,55866,"Austria","1961-01-04",1961,"Austria","Austria",FALSE,9.902662872348328,133,490185,5.1764863306254165,83.19525679297979
"7575091","Q44412",7575091,"Hans_Christian_Ørsted","Hans Christian Ørsted","PHYSICIST",0,"M",,FALSE,86,29,"Rudkøbing",54.93333333,10.71666667,144338,"Denmark","1777-08-14",1777,"Copenhagen",55.67611111,12.56833333,5166,"Denmark","1851-03-09",1851,"Denmark","Denmark",FALSE,14.42201303135769,243,195465,3.6284377304320756,83.00503243473013
"13445","Q41257",13445,"Heinrich_Hertz","Heinrich Hertz","PHYSICIST",0,"M",,FALSE,89,29,"Hamburg",53.56527778,10.00138889,13467,"Germany","1857-02-22",1857,"Bonn",50.73333333,7.1,3295,"Germany","1894-01-01",1894,"German Confederation",,FALSE,14.760238939716832,163,202138,3.263049451403819,82.922276261873
"10264","Q8753",10264,"Enrico_Fermi","Enrico Fermi","PHYSICIST",0,"M",,FALSE,127,29,"Rome",41.88333333,12.5,25458,"Italy","1901-09-29",1901,"Chicago",41.88194444,-87.62777778,6886,"United States","1954-11-28",1954,"Italy","United States",FALSE,9.832191863956655,119,356665,4.935853801778909,82.490006214354
"47717","Q83163",47717,"Srinivasa_Ramanujan","Srinivasa Ramanujan","MATHEMATICIAN",0,"M",,FALSE,88,29,"Erode",11.34083333,77.71722222,1114438,"India","1887-12-22",1887,"Kumbakonam",10.97,79.42,72742,"India","1920-04-26",1920,,,FALSE,8.369178971626306,133,921368,4.8506895248631166,82.4671734130378
"1645","Q11104",1645,"Ibn_al-Haytham","Ibn al-Haytham","PHYSICIST",0,"M",,FALSE,82,29,"Basra",30.5,47.81666667,57580,"Iraq",,965,"Cairo",30.03333333,31.23333333,6293,"Egypt","1039-01-01",1039,,,FALSE,9.125491052286822,1055,299915,4.268955456513812,82.44843467064838
"25767401","Q8772",25767401,"Joseph_Fourier","Joseph Fourier","MATHEMATICIAN",0,"M",,FALSE,113,29,"Auxerre",47.7986,3.5672,524642,"France","1768-03-21",1768,"Paris",48.856613,2.352222,22989,"France","1830-05-16",1830,"France","France",FALSE,12.815764560627448,252,116317,4.244790931256314,82.1629091119986
"15942","Q17455",15942,"John_von_Neumann","John von Neumann","MATHEMATICIAN",0,"M",,FALSE,90,29,"Budapest",47.4925,19.05138889,36787,"Hungary","1903-12-28",1903,"Washington, D.C.",38.90472222,-77.01638889,108956,"United States","1957-02-08",1957,"Austria","United States",FALSE,9.670208575373328,117,535130,4.248252617669102,82.04769021993486
"51182","Q153232",51182,"Jean_le_Rond_d'Alembert","Jean le Rond d'Alembert","MATHEMATICIAN",0,"M",,FALSE,76,29,"Paris",48.856613,2.352222,22989,"France","1717-11-16",1717,"Paris",48.856613,2.352222,22989,"France","1783-10-29",1783,"France","France",FALSE,13.183464493940734,303,121998,2.851033002999322,81.7711111849204
"24509","Q37463",24509,"Pierre_Curie","Pierre Curie","PHYSICIST",0,"M",,FALSE,105,29,"Paris",48.856613,2.352222,22989,"France","1859-05-15",1859,"Paris",48.856613,2.352222,22989,"France","1906-04-19",1906,"France","France",FALSE,8.140160967446217,161,483591,5.284656260549088,81.73673039105365
"68274","Q161853",68274,"Hero_of_Alexandria","Hero of Alexandria","MATHEMATICIAN",0,"M",,FALSE,64,29,"Alexandria",31.2,29.91666667,3080,"Egypt",,10,"Alexandria",31.2,29.91666667,3080,"Egypt",,75,"Rome","Rome",FALSE,12.008062026233834,2010,151723,3.0417061253526785,81.73182768219742
"9110","Q178217",9110,"Diophantus","Diophantus","MATHEMATICIAN",0,"M",,FALSE,66,29,"Alexandria",31.2,29.91666667,3080,"Egypt",,201,,,,,,,300,"Rome",,FALSE,14.04475695186425,1819,89844,2.6602243363724996,81.69443386942348
"8302","Q41585",8302,"David_Hilbert","David Hilbert","MATHEMATICIAN",0,"M",,FALSE,114,29,"Königsberg",54.71666667,20.51666667,15413504,"Russia","1862-01-23",1862,"Göttingen",51.53388889,9.93555556,23307013,"Germany","1943-02-14",1943,"Prussia","Germany",FALSE,11.320999414863062,158,172693,4.59204396652333,81.54184888476584
"46784","Q122366",46784,"Daniel_Bernoulli","Daniel Bernoulli","PHYSICIST",0,"M",,FALSE,77,29,"Groningen",53.21666667,6.56666667,50118,"Netherlands","1700-02-08",1700,"Basel",47.55472222,7.59055556,4911,"Switzerland","1782-03-17",1782,"Netherlands","Switzerland",FALSE,12.100598412205532,320,141822,3.3045362695303004,81.51598795242509
"310238","Q188623",310238,"François_Viète","François Viète","MATHEMATICIAN",0,"M",,FALSE,57,28,"Fontenay-le-Comte",46.466,-0.8061,1145031,"France",,1540,"Paris",48.856613,2.352222,22989,"France","1603-12-13",1603,"France","France",FALSE,16.55022240809756,480,59503,2.066174917226289,81.31354285811774
"9815","Q7091",9815,"Évariste_Galois","Évariste Galois","MATHEMATICIAN",0,"M",,FALSE,87,28,"Bourg-la-Reine",48.7796,2.3151,297244,"France","1811-10-25",1811,"Paris",48.856613,2.352222,22989,"France","1832-05-31",1832,"France","France",FALSE,10.501386155900812,209,205082,3.6835420520567204,81.30207028645208
"48740","Q81082",48740,"Henri_Poincaré","Henri Poincaré","MATHEMATICIAN",0,"M",,FALSE,85,28,"Nancy, France",48.6936,6.1846,141920,"France","1854-04-29",1854,"Paris",48.856613,2.352222,22989,"France","1912-07-17",1912,"France","France",FALSE,11.4168029892721,166,202537,3.5023422280458014,81.28333392502843
"88183","Q41688",88183,"Hendrik_Lorentz","Hendrik Lorentz","PHYSICIST",0,"M",,FALSE,95,28,"Arnhem",51.98333333,5.91666667,56422,"Netherlands","1853-07-18",1853,"Haarlem",52.38333333,4.63333333,63278,"Netherlands","1928-02-04",1928,"Netherlands","Netherlands",FALSE,14.2928363315592,167,106297,3.6351758042374493,81.26900218180471
"88344","Q1589",88344,"Luigi_Galvani","Luigi Galvani","PHYSICIST",0,"M",,FALSE,66,28,"Bologna",44.49388889,11.34277778,21069333,"Italy","1737-09-09",1737,"Bologna",44.49388889,11.34277778,21069333,"Italy","1798-12-04",1798,"Papal States","Papal States",FALSE,13.238785065204436,283,133248,2.762161639331916,81.2676049611227
"87793","Q80222",87793,"Joseph-Louis_Lagrange","Joseph-Louis Lagrange","MATHEMATICIAN",0,"M",,FALSE,85,28,"Turin",45.07916667,7.67611111,19450529,"Italy","1736-01-25",1736,"First French Empire",48.81666667,2.48333333,21418258,"France","1813-04-10",1813,"Piedmont-Sardinia",,FALSE,11.731718781988135,284,129061,3.648453599177774,81.16007481907154
"50165","Q83331",50165,"Louis_de_Broglie","Louis de Broglie","PHYSICIST",0,"M",,FALSE,82,28,"Dieppe",49.92,1.08,191055,"France","1892-08-15",1892,"Louveciennes",48.8608,2.1172,1699301,"France","1987-03-19",1987,"France",,FALSE,13.59076898999562,128,153414,3.202127338935074,81.03812872983308
"102338","Q131733",102338,"Henry_Cavendish","Henry Cavendish","PHYSICIST",0,"M",,FALSE,78,28,"Nice",43.7034,7.2663,47088,"France","1731-10-10",1731,"London",51.5072222222,-0.1275,17867,"United Kingdom","1810-02-24",1810,"Piedmont-Sardinia",,FALSE,12.880193423068645,289,106126,3.4087757387004345,80.91171238793216
"8663","Q57073",8663,"Daniel_Gabriel_Fahrenheit","Daniel Gabriel Fahrenheit","PHYSICIST",0,"M",,FALSE,70,28,"Gdańsk",54.36666667,18.63333333,12099,"Poland","1686-05-24",1686,"The Hague",52.08333333,4.31666667,30269,"Netherlands","1736-09-16",1736,"Poland-Lithuania","Netherlands",FALSE,11.056976404666944,334,140464,3.0932988364703045,80.81293449872419
"24614","Q172383",24614,"Pope_Sylvester_II","Pope Sylvester II","MATHEMATICIAN",0,"M",,FALSE,71,28,"Saint-Simon, Cantal",44.9639,2.4908,15467766,"France",,938,"Rome",41.88333333,12.5,25458,"Italy","1003-05-12",1003,,"Papal States",FALSE,11.870646547088981,1082,81870,2.954963092838836,80.73203447661623
"25523","Q39246",25523,"Richard_Feynman","Richard Feynman","PHYSICIST",0,"M",,FALSE,105,28,"New York City",40.71274,-74.005974,645042,"United States","1918-05-11",1918,"Los Angeles",34.05,-118.25,18110,"United States","1988-02-15",1988,"United States","United States",FALSE,7.2912402082192616,102,583610,5.794607204665916,80.61245650139601
"70085","Q47285",70085,"J._J._Thomson","J. J. Thomson","PHYSICIST",0,"M",,FALSE,95,28,"Cheetham, Manchester",53.504,-2.231,2344566,"United Kingdom","1856-12-18",1856,"Cambridge",52.20527778,0.11916667,36995,"United Kingdom","1940-08-30",1940,,"United Kingdom",FALSE,7.878533291643513,164,340369,4.838233837041469,80.46005998335282
"15993","Q159592",15993,"John_Napier","John Napier","MATHEMATICIAN",0,"M",,FALSE,71,28,"Merchiston Tower",55.93333333,-3.21388889,5858346,"United Kingdom",,1550,"Edinburgh",55.953,-3.189,9602,"United Kingdom","1617-04-04",1617,,,FALSE,10.21606670141083,470,111133,3.4472688475191946,80.25285588471188
"21573","Q124115",21573,"Niels_Henrik_Abel","Niels Henrik Abel","MATHEMATICIAN",0,"M",,FALSE,83,28,"Nedstrand",59.34555556,5.8575,4106769,"Norway","1802-08-05",1802,"Froland",58.58305556,8.57222222,178371,"Norway","1829-04-06",1829,,,FALSE,13.981464493613874,218,74347,3.4132500006283872,80.23706862363481
"12216","Q76420",12216,"Georg_Cantor","Georg Cantor","MATHEMATICIAN",0,"M",,FALSE,86,28,"Saint Petersburg",59.9375,30.30861111,24320051,"Russia","1845-03-03",1845,"Halle (Saale)",51.48277778,11.96972222,186208,"Germany","1918-01-06",1918,"Russia","Germany",FALSE,11.184330059640407,175,143913,4.006759025325637,80.15339348364719
"16736","Q41390",16736,"Kurt_Gödel","Kurt Gödel","MATHEMATICIAN",0,"M",,FALSE,90,28,"Austria-Hungary",48.2,16.35,2983,"Austria","1906-04-28",1906,"Princeton, New Jersey",40.358244,-74.666728,84658,"United States","1978-01-14",1978,"Austria","United States",FALSE,10.066148007988085,114,218462,4.139936713115862,80.0438480241524
"1842","Q8814",1842,"Augustin-Louis_Cauchy","Augustin-Louis Cauchy","MATHEMATICIAN",0,"M",,FALSE,71,28,"Paris",48.856613,2.352222,22989,"France","1789-08-21",1789,"Sceaux, Hauts-de-Seine",48.7786,2.2906,1703492,"France","1857-05-23",1857,"France",,FALSE,13.017862661783106,231,87135,3.136706027054941,79.81537858502925
"13145","Q184530",13145,"Gerolamo_Cardano","Gerolamo Cardano","MATHEMATICIAN",0,"M",,FALSE,54,28,"Pavia",45.18333333,9.15,44934,"Italy","1501-09-24",1501,"Rome",41.88333333,12.5,25458,"Italy","1576-09-21",1576,,"Papal States",FALSE,12.038431481761917,519,86545,2.738062060488772,79.77155715339102
"12332","Q60052",12332,"Gustav_Kirchhoff","Gustav Kirchhoff","PHYSICIST",0,"M",,FALSE,79,28,"Königsberg",54.71666667,20.51666667,15413504,"Russia","1824-03-12",1824,"Berlin",52.52,13.405,3354,"Germany","1887-10-17",1887,"Prussia","Germany",FALSE,12.223335130396118,196,95093,3.436816251674457,79.7288594812493
"211439","Q81716",211439,"Charles-Augustin_de_Coulomb","Charles-Augustin de Coulomb","PHYSICIST",0,"M",,FALSE,77,28,"Angoulême",45.65,0.16,84326,"France","1736-06-14",1736,"Paris",48.856613,2.352222,22989,"France","1806-08-23",1806,"France","France",FALSE,9.012088846654798,284,177701,4.334466535283728,79.72853197829004
"55285","Q93996",55285,"Ernst_Mach","Ernst Mach","PHYSICIST",0,"M",,FALSE,64,28,"Brno",49.2,16.61666667,57575,"Czechia","1838-02-18",1838,"Munich",48.13333333,11.56666667,19058,"Germany","1916-02-19",1916,"Austria","Germany",FALSE,13.221360588786466,182,100440,2.7566800231065005,79.62380462957186
"33972","Q65989",33972,"Wolfgang_Pauli","Wolfgang Pauli","PHYSICIST",0,"M",,FALSE,86,28,"Vienna",48.2,16.36666667,55866,"Austria","1900-04-25",1900,"Zürich",47.36666667,8.55,40334603,"Switzerland","1958-12-15",1958,"Austria","Switzerland",FALSE,11.839012823189925,120,113620,3.770796798496839,79.32553769549841
"2786","Q997",2786,"Andrei_Sakharov","Andrei Sakharov","PHYSICIST",0,"M",,FALSE,92,28,"Moscow",55.75583333,37.61722222,19004,"Russia","1921-05-21",1921,"Moscow",55.7558333333,37.6177777778,19004,"Russia","1989-12-14",1989,"Russia",,FALSE,8.178643170718857,99,286331,4.548686147684535,79.30844835081365
"18070","Q56189",18070,"Lise_Meitner","Lise Meitner","PHYSICIST",0,"F",,FALSE,75,28,"Vienna",48.2,16.36666667,55866,"Austria","1878-11-07",1878,"Cambridge",52.20527778,0.11916667,36995,"United Kingdom","1968-10-27",1968,"Austria","United Kingdom",FALSE,9.95488156434131,142,168838,3.438830140777236,79.29894689491042
"48416","Q60028",48416,"Gottlob_Frege","Gottlob Frege","MATHEMATICIAN",0,"M",,FALSE,68,28,"Wismar",53.9,11.46666667,73672,"Germany","1848-11-08",1848,"Bad Kleinen",53.76666667,11.46666667,13202760,"Germany","1925-07-26",1925,"Mecklenburg",,FALSE,11.880951461427708,172,112958,3.099112954852713,79.29432862137514
"209271","Q79000",209271,"Pieter_Zeeman","Pieter Zeeman","PHYSICIST",0,"M",,FALSE,89,28,"Zonnemaire",51.7125,3.95083333,4581619,"Netherlands","1865-05-25",1865,"Amsterdam",52.36666667,4.9,844,"Netherlands","1943-10-09",1943,,"Netherlands",FALSE,19.613650453449736,155,24494,2.9986798470676974,79.22028115494027
"18473","Q87620",18473,"Luca_Pacioli","Luca Pacioli","MATHEMATICIAN",0,"M",,FALSE,53,28,"Sansepolcro",43.57083333,12.14027778,3922852,"Italy",,1445,"Rome",41.88333333,12.5,25458,"Italy","1517-06-19",1517,,"Papal States",FALSE,8.940040055709945,575,158772,3.3948906357318145,79.17495588024414
"213874","Q187966",213874,"Léon_Foucault","Léon Foucault","PHYSICIST",0,"M",,FALSE,68,28,"Paris",48.856613,2.352222,22989,"France","1819-09-18",1819,"Paris",48.856613,2.352222,22989,"France","1868-02-11",1868,"France","France",FALSE,14.65968377303534,201,53408,2.630705653864953,79.16429458464815
"393676","Q57063",393676,"Philipp_Lenard","Philipp Lenard","PHYSICIST",0,"M",,FALSE,82,28,"Bratislava",48.14388889,17.10972222,18933194,"Slovakia","1862-06-07",1862,"Lauda-Königshofen",49.56861111,9.70388889,5495034,"Germany","1947-05-20",1947,"Austria",,FALSE,12.772130032549352,158,75352,3.499765892218782,79.12434973556351
"544255","Q84296",544255,"Ludwig_Boltzmann","Ludwig Boltzmann","PHYSICIST",0,"M",,FALSE,70,28,"Vienna",48.2,16.36666667,55866,"Austria","1844-02-20",1844,"Duino",45.77472222,13.60611111,1626648,"Italy","1906-09-05",1906,"Austria",,FALSE,9.883144336946653,176,159694,3.620881500722058,79.03903516478564
"24742","Q47480",24742,"Paul_Dirac","Paul Dirac","PHYSICIST",0,"M",,FALSE,96,27,"Bristol",51.45,-2.58333333,36741,"United Kingdom","1902-08-08",1902,"Tallahassee, Florida",30.455,-84.25333333,57700,"United States","1984-10-20",1984,"United Kingdom","United States",FALSE,8.613481771140325,118,203289,4.988663239775244,79.01233403118876
"53311","Q60024",53311,"Hermann_von_Helmholtz","Hermann von Helmholtz","PHYSICIST",0,"M",,FALSE,68,27,"Potsdam",52.4,13.06666667,49112,"Germany","1821-08-31",1821,"Charlottenburg",52.51666667,13.3,390622,"Germany","1894-09-08",1894,"Prussia",,FALSE,10.569489801389995,199,116336,3.1682311461655104,78.9936082091354
