dt,Italy,Spain,Germany,France,Switzerland,Slovenia,Belgium,United Kingdom,Ireland,Netherlands,Croatia,Serbia,Portugal,Austria,Greece,id
1902-03-01,8.051,10.333,3.67,10.255999999999998,3.01,4.992999999999999,6.321000000000001,6.266,7.292000000000001,5.763,6.359,4.585,12.186,1.3630000000000002,9.032,26
1902-04-01,12.207999999999998,12.287,7.778,12.627,8.147,9.937,9.409,6.83,7.432,8.496,11.271,9.547,13.247,6.681,12.968,27
1902-05-01,12.179,13.56,8.794,12.527,7.1720000000000015,10.262,9.578,7.747000000000001,9.001,9.323,12.161,12.02,15.062,6.962000000000001,16.279,28
1902-06-01,17.706,17.907,15.305,16.779,13.049,16.078,15.568,11.838,12.734000000000002,15.454,17.923000000000005,17.402,17.741,12.953,20.884,29
1902-07-01,22.2,22.565,16.163,19.504,16.477,19.193,16.848,12.755999999999998,13.970999999999998,15.874000000000002,20.967,19.824,21.571,15.232,23.896,30
1902-08-01,21.578000000000007,22.185,15.242,18.645,15.116,18.707,16.019000000000002,12.498,13.807,15.314999999999998,20.988000000000003,20.5,21.364,14.702,24.105,31
1902-09-01,18.716,18.486,12.534,16.436,12.226,15.151000000000002,13.797,11.664,12.802,13.513,17.145999999999994,16.331,18.935,11.423,21.22,32
1902-10-01,13.521,13.29,7.049,12.403,6.626,9.876,8.589,8.649000000000001,9.866,8.979,11.934,11.090000000000002,14.888,5.822,17.311,33
1902-11-01,7.792000000000001,9.948,1.5939999999999994,9.148,1.2280000000000002,2.355,4.417,6.742000000000001,7.744,4.898,3.987,1.817,11.892,-0.7980000000000003,9.333,34
1902-12-01,4.72,6.34,-2.193,6.606,-1.924,-1.2209999999999996,0.8849999999999998,4.488,5.712000000000001,1.5019999999999998,-0.1779999999999999,-3.941,8.491999999999999,-4.595,4.8100000000000005,35
1903-01-01,4.1930000000000005,5.693,-0.089,6.837000000000001,-1.974,-1.432,2.54,3.909,4.779,3.165,0.3009999999999999,-1.661,7.983,-4.735,4.8900000000000015,36
1903-02-01,6.103999999999999,7.786,3.4639999999999995,8.781,1.2009999999999998,3.381,5.369,6.544,7.455999999999999,5.9110000000000005,4.768000000000002,2.612,10.508,0.3690000000000002,7.252999999999999,37
1903-03-01,8.512,9.763,5.935,10.349,3.844,6.601,7.566999999999998,6.343,6.657,7.616,8.149000000000001,6.77,11.489,3.5540000000000003,9.751,38
1903-04-01,8.571,11.617,4.7250000000000005,9.971,3.184,6.142000000000001,5.712999999999999,5.581,6.892,5.703000000000001,7.945,7.808000000000002,14.052,2.9719999999999995,12.085,39
1903-05-01,14.873,13.974,12.668,14.687,10.407,13.851,13.127,9.656,10.467,12.767,15.449000000000002,14.66,14.588,10.964,17.535,40
1903-06-01,17.194000000000003,18.081,14.9,16.438000000000002,12.843,16.375999999999998,14.873,11.477,12.571,14.555,17.925,16.958000000000002,18.337,13.368,20.01,41
1903-07-01,20.769,21.984,16.604,18.741,15.151000000000002,18.693,16.793,13.389,14.303,16.284000000000002,20.482,19.375,21.782,14.994000000000002,23.103,42
1903-08-01,21.528,22.729,15.947,18.684,15.563,18.805000000000003,16.166,12.64,13.271,15.744999999999996,20.573,19.72600000000001,22.505,14.925999999999998,23.894,43
1903-09-01,18.505,18.283,13.853000000000002,16.799,12.672,15.309,14.994000000000002,11.797,12.507,14.941,17.241,16.52,18.434,11.752,20.18,44
1903-10-01,14.348,14.836,9.566,14.072,8.374,10.92,11.158,9.243,9.701,11.401,12.459,11.052,15.543,7.59,16.123,45
1903-11-01,9.11,9.914,4.302,9.792,2.7750000000000004,5.5680000000000005,5.721,6.134,7.002000000000001,6.4270000000000005,7.239999999999998,5.566999999999998,12.171,2.283,10.73,46
1903-12-01,5.978,4.725,-1.0459999999999998,5.957000000000002,-2.072,1.6130000000000002,0.7009999999999996,3.2390000000000008,4.199,1.6469999999999998,3.84,2.776,7.0360000000000005,-3.156,9.636,47
1904-01-01,4.722,5.29,-1.642,5.843999999999999,-2.483,-0.6,0.5109999999999999,4.15,5.090000000000002,1.4480000000000002,0.823,-1.821,7.58,-4.4670000000000005,5.827000000000001,48
1904-02-01,6.553,7.162999999999999,1.05,7.591,-0.005,3.34,3.016,3.485,4.421,3.212,5.1080000000000005,3.679,8.956,-0.8899999999999999,9.361,49
1904-03-01,7.974,7.9849999999999985,3.1660000000000004,8.632000000000001,2.391,5.669,4.362,4.314,5.285,4.296,7.157,4.724,9.682,2.073,8.635,50
1904-04-01,11.611999999999998,12.429,8.793000000000001,12.56,7.681,10.114,9.934,7.659,8.152000000000001,9.486,11.557,9.896,14.255,7.090999999999998,12.498,51
1904-05-01,16.143,17.004,12.404000000000002,15.574000000000002,11.904000000000002,14.646,13.19,9.429,10.106,12.377,16.114,15.083,17.618,11.144,17.448,52
1904-06-01,20.138,19.965,15.38,17.762,15.036,18.29,15.474,12.093,13.022,14.661,19.846,18.717,19.729,14.748,21.942,53
1904-07-01,23.206,23.056,18.962,20.992,18.571,21.32,19.678,14.569,14.932,18.484,23.043000000000003,21.521,21.408,17.746,24.488000000000003,54
1904-08-01,21.939,23.016,16.967,19.702,16.567,19.197000000000006,17.298,13.477,14.049,16.762999999999998,21.082,20.49,22.18,15.8,24.026,55
1904-09-01,16.738999999999994,18.255,12.297,15.552,10.741,13.6,12.925,11.458,12.327,13.219,15.434,14.592999999999998,18.38,10.191,19.458,56
1904-10-01,13.222,15.116,8.273,13.15,7.407999999999999,10.24,9.677,8.898,9.87,9.96,11.94,10.915,17.144000000000002,6.485,16.195,57
1904-11-01,7.541,9.244000000000002,3.1699999999999995,8.713999999999999,1.4770000000000003,3.477,4.588,5.511,6.792000000000001,5.742000000000001,4.686,1.908,11.563,0.3980000000000001,8.392999999999999,58
1904-12-01,5.397,7.603,1.984,7.686000000000001,-0.333,1.415,3.695,4.123,5.726999999999999,4.5600000000000005,2.891,0.47,10.004,-1.904,6.597,59
1905-01-01,1.531,5.183,-2.161,5.25,-4.218,-4.213,0.3569999999999997,4.105,5.7490000000000006,1.483,-2.988,-5.785,7.609000000000001,-6.439,2.1750000000000003,60
1905-02-01,3.614,6.2010000000000005,1.1869999999999998,7.13,-1.057,-0.0769999999999999,3.362,4.869,5.723,3.789,1.2350000000000003,-1.4899999999999998,8.424999999999999,-2.234,4.0150000000000015,61
1905-03-01,8.204,10.575,4.712,10.353000000000002,3.4040000000000004,5.733,6.76,6.314,6.6720000000000015,6.399,7.129,5.066,12.037,2.526,8.949,62
1905-04-01,10.909,13.043,5.965,11.954,6.152,8.21,7.667999999999998,6.182,7.393000000000002,6.795000000000001,9.712,8.687000000000001,14.220999999999998,4.654999999999999,12.645,63
1905-05-01,14.1,14.537,12.105,13.959,9.324000000000002,13.316,12.191,9.619,10.726,12.043,15.304,15.263,16.012,10.368,17.736,64
1905-06-01,18.721,18.682,17.160999999999998,18.012,14.669,17.79,17.309,13.118,14.001,16.977,19.443,18.301,18.006999999999994,15.105,20.491,65
1905-07-01,23.035,23.113000000000003,19.023,20.752,18.368,21.302,19.229,15.139,15.779000000000002,18.455,22.94400000000001,21.639,22.453000000000003,17.982,24.533,66
1905-08-01,21.753,21.906,16.986,18.919,15.617,19.685,16.965999999999998,13.14,13.672,16.756,21.869,21.645000000000003,20.827,15.898,24.698,67
1905-09-01,19.327,17.904,13.094,16.467000000000002,12.574000000000002,16.688000000000002,13.595,11.341,11.84,13.725,18.58,17.886,18.045,12.607,21.753,68
1905-10-01,10.491,12.697,4.516000000000001,10.497,3.237,5.4060000000000015,6.082000000000001,6.676,7.7730000000000015,6.843999999999999,7.47,7.499,14.545,2.056000000000001,15.352,69
1905-11-01,9.552,8.09,3.08,8.892999999999997,1.8280000000000003,5.311,4.36,4.941000000000002,5.465,4.968999999999999,7.824999999999998,7.327000000000001,9.78,1.444,13.214,70
1905-12-01,5.68,5.86,0.6609999999999999,6.8500000000000005,-0.8759999999999999,1.454,2.233,5.2410000000000005,7.0920000000000005,3.189,2.982,0.6890000000000001,8.584999999999999,-2.1180000000000003,7.205,71
1906-01-01,3.887,6.307,0.5990000000000001,7.157,-1.509,-0.8160000000000001,2.943,5.073,5.924,3.615,0.5209999999999999,-2.01,8.599,-3.5330000000000004,4.862,72
1906-02-01,4.079,5.704,0.318,6.397,-1.92,0.445,2.1,3.217,4.103,2.773,2.068,0.7490000000000001,7.830999999999999,-2.863,6.745,73
1906-03-01,7.572999999999999,8.729,2.491,8.88,1.6870000000000005,4.667999999999998,4.455,4.713,6.0870000000000015,4.2940000000000005,6.497999999999999,5.93,10.731,0.8470000000000001,10.728,74
1906-04-01,10.268999999999998,10.118,8.017999999999999,11.137,5.8260000000000005,9.103000000000002,8.258999999999999,6.377000000000002,6.964,7.982000000000001,10.848,10.326,11.945,6.212999999999999,12.58,75
1906-05-01,14.595,14.612,13.194,14.73,10.873,14.045,13.136,8.956,9.596,12.868,15.578,14.83,15.713,11.18,16.445999999999998,76
1906-06-01,18.6,20.25,14.895,17.517,13.64,16.761,15.078,12.585,13.752,14.701,18.392,17.545,20.54,13.078,20.773000000000003,77
1906-07-01,21.352,22.246,17.439,19.496,16.401,19.321,17.826,13.796,14.357,17.253,21.202,20.578000000000003,21.902,15.931,24.373,78
1906-08-01,21.89,23.94,16.979,20.107,16.555999999999997,18.822000000000006,17.852,14.763,15.389,17.381999999999998,20.371,19.246,23.355,15.265,23.226,79
1906-09-01,17.375999999999998,19.296,12.931,16.825,11.838,13.587,14.225,12.608,13.18,14.380999999999998,15.195,14.400999999999998,20.153,10.335,19.751,80
1906-10-01,14.015,14.726,9.808,14.564,9.239,10.316,11.997,9.699,9.898,12.003,11.577,9.552,15.743,7.423999999999999,14.654000000000002,81
1906-11-01,10.275,9.269,6.021999999999999,10.316,3.821,6.881,7.013999999999999,7.178,7.726,8.185,8.543,6.659,11.248,3.534,11.800999999999998,82
1906-12-01,4.051,5.369,-2.446,5.448,-3.535,-1.602,-0.0430000000000001,3.1650000000000005,4.662999999999999,0.6669999999999998,0.4490000000000003,-0.7649999999999999,7.704,-5.097,7.178999999999999,83
1907-01-01,2.423,5.091,-0.895,5.768,-3.026,-2.408,1.1909999999999998,3.899,4.963,1.95,-0.825,-3.7890000000000006,7.407999999999999,-4.6450000000000005,3.107,84
1907-02-01,3.424,5.505,-1.648,5.601,-3.122,-1.4169999999999998,0.3529999999999997,3.2510000000000003,4.2330000000000005,0.951,0.1560000000000005,-2.265,7.874999999999999,-4.533,5.357,85
1907-03-01,5.718,9.862,2.7880000000000003,9.216,1.4180000000000004,2.354,5.291,6.17,7.357,5.084,3.404,0.5770000000000001,12.531,-0.5619999999999998,5.31,86
1907-04-01,9.082,11.137,6.113,10.877,4.7410000000000005,6.6480000000000015,7.891999999999999,6.7620000000000005,7.450000000000001,7.665000000000001,8.285,7.324,12.672,3.593,11.117,87
1907-05-01,15.707,13.9,12.935,14.558,11.202000000000002,15.305,13.053,9.188,9.693,12.62,17.209,17.575,14.465,12.284,19.299,88
1907-06-01,19.048,19.826,14.788,16.959,13.967,18.16,14.67,10.981,11.69,14.126,19.747,18.678,19.48,14.257,21.4,89
1907-07-01,20.503,21.145,14.821,17.949,14.397000000000002,18.286,15.077,12.6,14.376,14.55,20.181,19.934,20.558000000000003,14.185,24.164,90
1907-08-01,22.076,23.229,16.119,19.313,16.294,19.388,16.535,12.481,13.521,15.843999999999998,21.16,20.322000000000006,22.766,15.524,23.78,91
1907-09-01,18.704,19.658,13.507,17.437,13.27,15.492,14.796,12.25,13.571,14.436,17.086,15.909,20.634,12.071,19.728,92
1907-10-01,15.63,12.572,11.202,13.598,8.816,13.621,11.305,8.915000000000003,9.099,11.964,15.63,14.29,13.386,9.912,17.599,93
1907-11-01,9.719,9.719,3.373,10.4,3.263,4.774,6.149,6.205,6.449,6.362,6.4,4.186,11.066,0.971,10.765,94
1907-12-01,7.016,8.013,1.128,8.423,0.6,2.151,3.188,4.417000000000002,5.306,3.742,4.191,2.349,9.92,-1.5490000000000002,8.086,95
1908-01-01,3.985,6.257999999999999,-2.68,5.136,-3.523,-1.841,-1.2230000000000003,3.116,4.5310000000000015,-0.0139999999999997,-0.4119999999999999,-2.745,8.549000000000001,-5.367999999999999,5.244,96
1908-02-01,5.444,7.17,1.09,7.6800000000000015,-0.5409999999999999,1.254,3.164,5.332000000000001,6.654,3.816,2.5360000000000005,1.095,9.343,-1.922,7.142,97
1908-03-01,6.5790000000000015,7.81,2.528,8.231000000000002,1.11,3.518,3.9099999999999993,4.327999999999999,5.305,4.015,5.315,4.48,9.742,0.2390000000000001,8.963,98
1908-04-01,8.969,9.942,5.341,10.201999999999998,3.983,7.197000000000001,6.568999999999999,5.446000000000001,6.453000000000001,6.2490000000000006,9.082,8.877,11.53,3.934,12.09,99
1908-05-01,17.172,16.868,13.286,16.101,12.319,16.695,14.064,10.928,11.484000000000002,13.162,18.462,18.028,17.624000000000002,13.122,20.08,100
1908-06-01,20.158,18.304,17.016000000000002,18.22,15.66,19.413,17.146,12.678,13.07,16.35,21.115,20.035,18.603,16.03,22.34,101
1908-07-01,21.16,22.066,17.426,19.064,15.691,19.399,17.496,13.953,14.956,17.105,21.224,20.053,21.721,15.705,23.696,102
1908-08-01,20.842,22.245,14.993,18.259,14.252,17.430999999999997,15.537,13.04,14.123,15.529999999999998,19.553,19.345,21.746,13.568,23.844,103
1908-09-01,17.308999999999994,19.748,12.462,16.490000000000002,11.437,13.615,13.947,11.816,12.354,14.044,15.489999999999998,14.986999999999998,19.903,10.188,19.487,104
1908-10-01,13.806,15.279000000000002,8.193999999999999,13.887,7.537999999999999,9.407,10.404000000000002,11.005999999999998,12.038,10.649,10.878,9.284,16.538,6.284000000000002,14.477,105
1908-11-01,7.739,10.88,1.4799999999999995,9.406,1.1720000000000002,1.0999999999999996,4.475,7.071000000000001,8.468,5.066,2.528999999999999,0.3870000000000005,12.675,-1.457,8.433,106
1908-12-01,4.899,6.947,-0.88,6.705,-1.612,-1.134,0.968,4.203,6.089,1.906,0.6019999999999999,-0.8869999999999998,9.279,-3.809,6.307,107
1909-01-01,2.967,4.658,-2.079,5.254,-3.678,-3.051,0.3159999999999998,3.819,5.526000000000002,1.319,-1.346,-4.0,7.272,-6.061,4.16,108
1909-02-01,2.414,5.287000000000001,-2.582,5.412999999999999,-3.661000000000001,-2.45,0.4259999999999997,3.697,5.452999999999999,0.8520000000000001,-1.13,-4.192000000000001,7.891999999999999,-5.674,3.4430000000000005,109
1909-03-01,6.654,8.205,1.6699999999999997,7.961,0.3490000000000002,3.85,3.651,3.528,4.651,3.325,6.0120000000000005,4.965,9.739,-0.1639999999999999,9.865,110
1909-04-01,11.706,12.838,7.7810000000000015,12.678,7.46,10.002,9.515,7.672999999999999,8.378,8.564,11.435,10.451,14.544,6.72,13.464,111
1909-05-01,14.724,15.514,10.794,14.72,10.170000000000002,13.137,12.121,9.61,10.531,11.288,14.902,14.581,16.730999999999998,9.554,17.837,112
1909-06-01,17.939,16.753,14.117,15.981,12.496,16.655,13.9,10.9,12.095,13.501,18.448,18.005000000000006,16.671999999999993,13.234000000000002,21.901,113
1909-07-01,20.171,21.49,15.232,17.788,14.117,18.17,15.307,13.073,13.992,15.091,20.153,19.95,21.976,14.108,24.474,114
1909-08-01,21.225,22.555,16.583000000000002,19.02,15.354,18.864,17.217,13.877,14.628,16.572999999999997,20.876,20.857000000000006,21.814,15.194,24.499,115
1909-09-01,17.825999999999997,17.567999999999998,12.968,15.821000000000002,11.468,15.182,13.434,10.902,11.931,13.615,17.125999999999998,17.055999999999994,18.07,11.630999999999998,22.173,116
1909-10-01,14.609000000000002,14.964,10.158,14.184,8.685,11.562,11.227,9.264,9.866,11.571,13.175999999999998,11.905,16.009,8.198,16.396,117
1909-11-01,8.318999999999999,9.165,1.889,8.414,1.0060000000000002,3.256,3.607,4.839,5.4670000000000005,4.888999999999999,5.031000000000001,3.84,11.172,-0.204,11.33,118
1909-12-01,7.198,7.587999999999999,1.511,8.052999999999999,0.384,3.2190000000000003,3.125,3.5610000000000004,4.634,3.653,5.218,3.281,9.837,-1.128,9.141,119
1910-01-01,4.792,5.609,0.894,6.99,-1.138,0.3440000000000001,2.77,3.544,4.665,3.545,2.2590000000000003,0.6080000000000001,7.731000000000001,-2.72,6.274,120
1910-02-01,6.082999999999998,7.93,2.269,8.192,0.1070000000000001,3.228,4.021,4.78,5.605,4.46,5.18,4.266,9.823,-0.6080000000000001,9.214,121
1910-03-01,7.77,8.206999999999999,3.915,9.368,2.7140000000000004,5.659,5.765,5.997999999999999,6.7410000000000005,5.74,6.985,4.881,10.002,2.077,8.013,122
1910-04-01,10.308,10.904000000000002,7.232,11.06,5.414,8.572000000000001,8.193999999999999,6.276,6.896000000000001,7.965000000000002,10.252,9.501,12.309,5.3660000000000005,12.688,123
1910-05-01,13.64,13.36,12.3,13.82,9.338,13.23,12.608,9.876,10.52,12.612,14.947,14.421,14.43,10.152,16.582,124
1910-06-01,18.759,18.827,16.605,17.528000000000002,14.398,17.796,16.601,12.828,13.437,16.562,19.455,18.41,18.598,14.711,20.898000000000003,125
1910-07-01,19.989,21.171,15.763,17.858,14.228000000000002,17.812,15.868,12.73,14.024,15.692000000000002,19.865,19.36,20.479,14.119000000000002,23.689,126
1910-08-01,20.998,21.58,16.239,18.434,14.948,18.56600000000001,16.583,13.635,14.296,16.596999999999998,20.552,19.978,21.066,14.549,24.302,127
1910-09-01,16.299,18.294,12.269,15.646,10.378,13.368,13.433,11.588,12.303999999999998,13.841,15.213,14.965999999999998,19.614,9.908,19.9,128
1910-10-01,14.273,14.201,9.109,13.704,8.167,10.534,10.837,9.805,10.461,10.925999999999998,12.0,10.182,15.347,7.213999999999999,15.562,129
1910-11-01,8.097000000000001,9.614,2.163,8.84,1.269,3.674,3.694,3.761,5.088,4.307,5.670999999999999,4.4110000000000005,11.374,0.1259999999999999,10.668,130
1910-12-01,7.4849999999999985,7.1850000000000005,2.267,8.475,0.8809999999999999,4.061,4.821000000000001,5.964,6.524,5.542000000000001,5.675000000000002,3.174,9.345,0.1050000000000004,8.982000000000001,131
1911-01-01,2.979,3.632,-1.533,4.67,-3.974,-1.917,0.0919999999999998,4.113,5.096,1.7819999999999998,0.0769999999999999,-0.7420000000000001,6.058000000000002,-5.3100000000000005,5.332999999999999,132
1911-02-01,3.928,7.341,1.001,7.387,-0.826,-0.0730000000000001,3.143,4.811,5.612,3.770000000000001,0.9580000000000002,-2.088,9.686,-2.715,3.618,133
1911-03-01,7.766,8.174999999999999,4.089,9.246,2.604,5.242000000000001,5.678999999999999,5.015,5.931,5.535,6.787000000000001,4.774,9.792,1.953,8.492999999999999,134
1911-04-01,9.984,10.125,7.1930000000000005,10.793,5.4110000000000005,8.368,7.729999999999999,6.7250000000000005,7.552,7.484000000000001,9.71,8.860000000000003,11.484000000000002,5.42,12.166,135
1911-05-01,14.278,14.453,13.177,15.140999999999998,10.733,13.601,13.95,11.425,11.808,13.825,15.09,14.626,15.241,10.798,16.805,136
1911-06-01,18.667,18.098,15.044,17.305999999999997,13.448,16.82,15.384,12.8,13.487,15.057,18.576,17.886000000000006,17.718,13.544,21.349,137
1911-07-01,22.493,23.493,19.289,21.182,18.437,20.527,19.883,15.698,16.085,18.897,22.032,20.477,23.24,17.655,23.528,138
1911-08-01,23.06,23.587,19.768,21.523000000000003,18.408,20.343000000000004,20.681,15.861,16.051000000000002,19.899,21.881,20.518,22.498,17.157,24.337,139
1911-09-01,19.361,21.082,14.708,18.393,14.097,16.205000000000002,15.939,12.51,12.771,15.479,17.63,16.281,21.521,12.899,20.578000000000007,140
1911-10-01,14.102,13.55,8.458,13.168,7.342,10.437,9.872,8.493,9.693,10.049,12.306,11.202000000000002,14.311,6.79,16.1,141
1911-11-01,10.993,9.463,4.622999999999998,10.204,3.865,7.619,5.7780000000000005,5.642,6.297000000000001,6.599,9.416,7.574,10.998,3.2230000000000003,12.824000000000002,142
1911-12-01,7.2349999999999985,7.921,2.495,8.942,0.935,2.9,4.933999999999998,5.734,6.271999999999999,5.385,4.424,1.984,9.885,-0.6259999999999997,8.08,143
1912-01-01,5.085,6.223,-1.953,7.365,-1.0559999999999996,-0.757,2.0980000000000003,3.83,5.232,1.699,0.21,-3.3510000000000004,8.154,-4.452,4.28,144
1912-02-01,7.705999999999999,9.217,2.109,9.404,1.964,4.163,4.956,5.134,5.814,4.391,5.574,3.213,10.985,0.3980000000000001,8.718,145
1912-03-01,9.686,10.656,6.096,11.161,4.805,7.4689999999999985,7.7719999999999985,6.77,7.37,7.659000000000002,9.049,7.983,12.003,4.050000000000002,11.312,146
1912-04-01,9.371,11.379,6.787999999999999,11.511,5.149,7.141000000000001,8.538,7.941,8.808,8.426,8.501999999999999,7.450000000000001,13.386,4.381,11.674,147
1912-05-01,15.28,16.465,11.92,15.651,11.332,14.175,13.162999999999998,10.308,11.166,12.094,15.456,14.076,17.299,10.84,16.758,148
1912-06-01,18.615,18.841,15.643,17.217000000000002,14.005999999999998,17.739,15.82,12.106,12.794,15.406,19.443,18.686,18.454,14.524,21.55,149
1912-07-01,21.445,20.471,18.166,18.886,15.392,19.33,18.572,13.964,14.029000000000002,18.654000000000003,21.14,19.86,18.916,15.618,23.555,150
1912-08-01,19.962,20.097,14.396,16.872999999999998,12.664,16.932000000000002,14.473999999999998,11.403,11.851,14.705999999999998,18.992,18.544,19.016,12.885,23.463,151
1912-09-01,14.445999999999998,17.519000000000002,9.311,13.873,7.645,10.573,10.571,10.187,11.351,11.148,12.396,12.055999999999996,18.984,6.877000000000002,18.833,152
1912-10-01,12.335,13.228,6.481,12.067,5.796,8.280000000000001,8.158999999999999,7.796,8.732999999999999,8.54,9.958,8.263000000000002,14.603,4.6640000000000015,14.579,153
1912-11-01,6.6530000000000005,8.853000000000002,2.428,8.469,0.1480000000000001,1.9130000000000005,4.603,5.907,7.175,5.817,3.8089999999999993,2.882,11.152,-1.4189999999999998,10.456,154
1912-12-01,5.989,5.707000000000001,2.664,8.007,-0.1059999999999999,1.7240000000000002,4.9,5.949000000000002,6.949999999999998,5.912999999999999,3.325,1.5759999999999998,7.935999999999999,-1.1309999999999998,7.897,155
1913-01-01,5.099,7.056,-0.6439999999999999,7.909000000000002,-1.025,-0.748,2.86,4.257,5.339,2.748,0.732,-1.6270000000000002,9.236,-4.206,5.6960000000000015,156
1913-02-01,4.38,6.882000000000001,1.135,7.447,-0.861,0.189,3.446,4.933,5.803,3.932,1.5930000000000004,-1.125,9.004999999999997,-2.797,4.9860000000000015,157
1913-03-01,8.959,9.713,6.026,10.507,4.35,7.141,7.414,5.593,6.098,7.156000000000001,8.721,7.398,11.179,3.944,10.375,158
1913-04-01,10.388,10.805,7.737,11.422999999999998,5.756,9.095,8.729,6.94,7.701,8.63,10.729,10.087,11.798,5.894,13.130999999999998,159
1913-05-01,14.751,15.245,12.383,14.783,10.399,13.425999999999998,13.274,10.021,10.295,12.814,14.814,13.677,15.711,10.378,16.209,160
